ID,category,rate_day,open_ind,rate_first,rate_subsequent,duration_minutes_first,rate_type_sub,duration_minutes_sub,time_start_standardized,time_end_standardized,source_sys,carpark,carpark_code,vehicle_category,rate_type_first,short_term_parking,free_parking,night_parking
9622,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,ARAB STREET ,A0010,Car,0 mins,,,
9623,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,ARAB STREET ,A0010,Heavy Vehicle,0 mins,,,
9624,,Sunday,,$1.20 ,,30,,,08.30 AM,05.00 PM,ura,ARAB STREET ,A0010,Heavy Vehicle,30 mins,,,
9625,,Sunday,,$1.20 ,,30,,,05.00 PM,10.00 PM,ura,ARAB STREET ,A0010,Heavy Vehicle,30 mins,,,
9626,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,ARAB STREET ,A0010,Heavy Vehicle,0 mins,,,
9627,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,ARAB STREET ,A0010,Motorcycle,0 mins,,,
9628,,Sunday,,$0.65 ,,810,,,08.30 AM,10.00 PM,ura,ARAB STREET ,A0010,Motorcycle,810 mins,,,
9629,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,ARAB STREET ,A0010,Motorcycle,0 mins,,,
9630,,Sunday,,$0.60 ,,30,,,07.00 AM,11.00 AM,ura,ARMENIAN STREET OFF STREET,A0011,Car,30 mins,,,
9631,,Sunday,,$0.60 ,,30,,,11.00 AM,02.00 PM,ura,ARMENIAN STREET OFF STREET,A0011,Car,30 mins,,,
9632,,Sunday,,$0.75 ,,30,,,02.00 PM,05.00 PM,ura,ARMENIAN STREET OFF STREET,A0011,Car,30 mins,,,
9633,,Sunday,,$0.60 ,,30,,,05.00 PM,10.30 PM,ura,ARMENIAN STREET OFF STREET,A0011,Car,30 mins,,,
9634,,Sunday,,$0.60 ,,30,,,10.30 PM,07.00 AM,ura,ARMENIAN STREET OFF STREET,A0011,Car,30 mins,,,
9635,,Sunday,,$5.00 ,,510,,,10.30 PM,07.00 AM,ura,ARMENIAN STREET OFF STREET,A0011,Car,510 mins,,,
9636,,Sunday,,$0.65 ,,930,,,07.00 AM,10.30 PM,ura,ARMENIAN STREET OFF STREET,A0011,Motorcycle,930 mins,,,
9637,,Sunday,,$0.65 ,,510,,,10.30 PM,07.00 AM,ura,ARMENIAN STREET OFF STREET,A0011,Motorcycle,510 mins,,,
9638,,Sunday,,$0.60 ,,30,,,07.00 AM,05.00 PM,ura,ARAB STREET - QUEEN STREET OFF STREET,A0017,Car,30 mins,,,
9639,,Sunday,,$0.60 ,,30,,,05.00 PM,10.30 PM,ura,ARAB STREET - QUEEN STREET OFF STREET,A0017,Car,30 mins,,,
9640,,Sunday,,$0.60 ,,30,,,10.30 PM,07.00 AM,ura,ARAB STREET - QUEEN STREET OFF STREET,A0017,Car,30 mins,,,
9641,,Sunday,,$5.00 ,,510,,,10.30 PM,07.00 AM,ura,ARAB STREET - QUEEN STREET OFF STREET,A0017,Car,510 mins,,,
9642,,Sunday,,$0.65 ,,930,,,07.00 AM,10.30 PM,ura,ARAB STREET - QUEEN STREET OFF STREET,A0017,Motorcycle,930 mins,,,
9643,,Sunday,,$0.65 ,,510,,,10.30 PM,07.00 AM,ura,ARAB STREET - QUEEN STREET OFF STREET,A0017,Motorcycle,510 mins,,,
9644,,Sunday,,$0.60 ,,30,,,07.00 AM,05.00 PM,ura,AMOY STREET OFF STREET ,A0021,Car,30 mins,,,
9645,,Sunday,,$0.60 ,,30,,,05.00 PM,10.30 PM,ura,AMOY STREET OFF STREET ,A0021,Car,30 mins,,,
9646,,Sunday,,$0.60 ,,30,,,10.30 PM,07.00 AM,ura,AMOY STREET OFF STREET ,A0021,Car,30 mins,,,
9647,,Sunday,,$5.00 ,,510,,,10.30 PM,07.00 AM,ura,AMOY STREET OFF STREET ,A0021,Car,510 mins,,,
9648,,Sunday,,$0.60 ,,30,,,07.00 AM,05.00 PM,ura,ADAM ROAD FOOD CENTRE OFF STREET,A0024,Car,30 mins,,,
9649,,Sunday,,$0.60 ,,30,,,05.00 PM,10.30 PM,ura,ADAM ROAD FOOD CENTRE OFF STREET,A0024,Car,30 mins,,,
9650,,Sunday,,$0.60 ,,30,,,10.30 PM,07.00 AM,ura,ADAM ROAD FOOD CENTRE OFF STREET,A0024,Car,30 mins,,,
9651,,Sunday,,$5.00 ,,510,,,10.30 PM,07.00 AM,ura,ADAM ROAD FOOD CENTRE OFF STREET,A0024,Car,510 mins,,,
9652,,Sunday,,$0.65 ,,930,,,07.00 AM,10.30 PM,ura,ADAM ROAD FOOD CENTRE OFF STREET,A0024,Motorcycle,930 mins,,,
9653,,Sunday,,$0.65 ,,510,,,10.30 PM,07.00 AM,ura,ADAM ROAD FOOD CENTRE OFF STREET,A0024,Motorcycle,510 mins,,,
9654,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,ADAM ROAD - DUNEARN CLOSE OFF STREET,A0025,Car,0 mins,,,
9655,,Sunday,,$0.60 ,,30,,,08.30 AM,05.00 PM,ura,ADAM ROAD - DUNEARN CLOSE OFF STREET,A0025,Car,30 mins,,,
9656,,Sunday,,$0.60 ,,30,,,05.00 PM,10.00 PM,ura,ADAM ROAD - DUNEARN CLOSE OFF STREET,A0025,Car,30 mins,,,
9657,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,ADAM ROAD - DUNEARN CLOSE OFF STREET,A0025,Car,0 mins,,,
9658,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,ADAM ROAD - DUNEARN CLOSE OFF STREET,A0025,Motorcycle,0 mins,,,
9659,,Sunday,,$0.65 ,,810,,,08.30 AM,10.00 PM,ura,ADAM ROAD - DUNEARN CLOSE OFF STREET,A0025,Motorcycle,810 mins,,,
9660,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,ADAM ROAD - DUNEARN CLOSE OFF STREET,A0025,Motorcycle,0 mins,,,
9661,,Sunday,,,,,,,07.00 AM,08.30 AM,ura,ALJUNIED ROAD (MINOR) ,A0028,Car,,,,
9662,,Sunday,,$0.00 ,,0,,,08.30 AM,05.00 PM,ura,ALJUNIED ROAD (MINOR) ,A0028,Car,0 mins,,,
9663,,Sunday,,$0.00 ,,0,,,05.00 PM,10.00 PM,ura,ALJUNIED ROAD (MINOR) ,A0028,Car,0 mins,,,
9664,,Sunday,,,,,,,10.00 PM,07.00 AM,ura,ALJUNIED ROAD (MINOR) ,A0028,Car,,,,
9665,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,ANAMALAI AVENUE ,A0034,Car,0 mins,,,
9666,,Sunday,,$0.00 ,,0,,,08.30 AM,05.00 PM,ura,ANAMALAI AVENUE ,A0034,Car,0 mins,,,
9667,,Sunday,,$0.00 ,,0,,,05.00 PM,07.00 AM,ura,ANAMALAI AVENUE ,A0034,Car,0 mins,,,
9668,,Sunday,,$0.60 ,,30,,,07.00 AM,11.00 AM,ura,ANTHONY ROAD OFF STREET,A0035,Car,30 mins,,,
9669,,Sunday,,$0.60 ,,30,,,11.00 AM,05.00 PM,ura,ANTHONY ROAD OFF STREET,A0035,Car,30 mins,,,
9670,,Sunday,,$0.60 ,,30,,,05.00 PM,10.30 PM,ura,ANTHONY ROAD OFF STREET,A0035,Car,30 mins,,,
9671,,Sunday,,$0.60 ,,30,,,10.30 PM,07.00 AM,ura,ANTHONY ROAD OFF STREET,A0035,Car,30 mins,,,
9672,,Sunday,,$5.00 ,,510,,,10.30 PM,07.00 AM,ura,ANTHONY ROAD OFF STREET,A0035,Car,510 mins,,,
9673,,Sunday,,$0.65 ,,930,,,07.00 AM,10.30 PM,ura,ANTHONY ROAD OFF STREET,A0035,Motorcycle,930 mins,,,
9674,,Sunday,,$0.65 ,,510,,,10.30 PM,07.00 AM,ura,ANTHONY ROAD OFF STREET,A0035,Motorcycle,510 mins,,,
9675,,Sunday,,$0.60 ,,30,,,07.00 AM,05.00 PM,ura,ANG MO KIO STREET 62 ,A0036,Car,30 mins,,,
9676,,Sunday,,$0.60 ,,30,,,05.00 PM,10.30 PM,ura,ANG MO KIO STREET 62 ,A0036,Car,30 mins,,,
9677,,Sunday,,$0.60 ,,30,,,10.30 PM,07.00 AM,ura,ANG MO KIO STREET 62 ,A0036,Car,30 mins,,,
9678,,Sunday,,$5.00 ,,510,,,10.30 PM,07.00 AM,ura,ANG MO KIO STREET 62 ,A0036,Car,510 mins,,,
9679,,Sunday,,$1.20 ,,30,,,07.00 AM,05.00 PM,ura,ANG MO KIO STREET 62 ,A0036,Heavy Vehicle,30 mins,,,
9680,,Sunday,,$1.20 ,,30,,,05.00 PM,10.30 PM,ura,ANG MO KIO STREET 62 ,A0036,Heavy Vehicle,30 mins,,,
9681,,Sunday,,$1.20 ,,30,,,10.30 PM,07.00 AM,ura,ANG MO KIO STREET 62 ,A0036,Heavy Vehicle,30 mins,,,
9682,,Sunday,,$10.00 ,,510,,,10.30 PM,07.00 AM,ura,ANG MO KIO STREET 62 ,A0036,Heavy Vehicle,510 mins,,,
9683,,Sunday,,$0.60 ,,30,,,07.00 AM,05.00 PM,ura,ANG MO KIO STREET 64 ,A0037,Car,30 mins,,,
9684,,Sunday,,$0.60 ,,30,,,05.00 PM,10.30 PM,ura,ANG MO KIO STREET 64 ,A0037,Car,30 mins,,,
9685,,Sunday,,$0.60 ,,30,,,10.30 PM,07.00 AM,ura,ANG MO KIO STREET 64 ,A0037,Car,30 mins,,,
9686,,Sunday,,$5.00 ,,510,,,10.30 PM,07.00 AM,ura,ANG MO KIO STREET 64 ,A0037,Car,510 mins,,,
9687,,Sunday,,$0.60 ,,30,,,07.00 AM,05.00 PM,ura,AYER RAJAH CRESCENT ,A0043,Car,30 mins,,,
9688,,Sunday,,$0.60 ,,30,,,05.00 PM,07.00 PM,ura,AYER RAJAH CRESCENT ,A0043,Car,30 mins,,,
9689,,Sunday,,,,,,,07.00 PM,07.00 AM,ura,AYER RAJAH CRESCENT ,A0043,Car,,,,
9690,,Sunday,,$1.20 ,,30,,,07.00 AM,05.00 PM,ura,AYER RAJAH CRESCENT ,A0043,Heavy Vehicle,30 mins,,,
9691,,Sunday,,$1.20 ,,30,,,05.00 PM,07.00 PM,ura,AYER RAJAH CRESCENT ,A0043,Heavy Vehicle,30 mins,,,
9692,,Sunday,,,,,,,07.00 PM,07.00 AM,ura,AYER RAJAH CRESCENT ,A0043,Heavy Vehicle,,,,
9693,,Sunday,,$0.60 ,,30,,,07.00 AM,05.00 PM,ura,ALJUNIED ROAD OFF STREET,A0046,Car,30 mins,,,
9694,,Sunday,,$0.60 ,,30,,,05.00 PM,10.30 PM,ura,ALJUNIED ROAD OFF STREET,A0046,Car,30 mins,,,
9695,,Sunday,,$0.60 ,,30,,,10.30 PM,07.00 AM,ura,ALJUNIED ROAD OFF STREET,A0046,Car,30 mins,,,
9696,,Sunday,,$5.00 ,,510,,,10.30 PM,07.00 AM,ura,ALJUNIED ROAD OFF STREET,A0046,Car,510 mins,,,
9697,,Sunday,,$0.60 ,,30,,,07.00 AM,05.00 PM,ura,ANG MO KIO STREET 63 ,A0048,Car,30 mins,,,
9698,,Sunday,,$0.60 ,,30,,,05.00 PM,10.30 PM,ura,ANG MO KIO STREET 63 ,A0048,Car,30 mins,,,
9699,,Sunday,,$0.60 ,,30,,,10.30 PM,07.00 AM,ura,ANG MO KIO STREET 63 ,A0048,Car,30 mins,,,
9700,,Sunday,,$5.00 ,,510,,,10.30 PM,07.00 AM,ura,ANG MO KIO STREET 63 ,A0048,Car,510 mins,,,
9701,,Sunday,,,,,,,07.00 AM,07.00 AM,ura,ANG MO KIO AVENUE 1 HEAVY VEHICLE PARK,A0049,Heavy Vehicle,,,,
9702,,Sunday,,$0.60 ,,30,,,07.00 AM,05.00 PM,ura,ANCHORVALE STREET ,A0054,Car,30 mins,,,
9703,,Sunday,,$0.60 ,,30,,,05.00 PM,10.30 PM,ura,ANCHORVALE STREET ,A0054,Car,30 mins,,,
9704,,Sunday,,$0.60 ,,30,,,10.30 PM,07.00 AM,ura,ANCHORVALE STREET ,A0054,Car,30 mins,,,
9705,,Sunday,,$5.00 ,,510,,,10.30 PM,07.00 AM,ura,ANCHORVALE STREET ,A0054,Car,510 mins,,,
9706,,Sunday,,$0.60 ,,30,,,07.00 AM,05.00 PM,ura,AROOZOO AVENUE ,A0057,Car,30 mins,,,
9707,,Sunday,,$0.60 ,,30,,,05.00 PM,10.30 PM,ura,AROOZOO AVENUE ,A0057,Car,30 mins,,,
9708,,Sunday,,$0.60 ,,30,,,10.30 PM,07.00 AM,ura,AROOZOO AVENUE ,A0057,Car,30 mins,,,
9709,,Sunday,,$5.00 ,,510,,,10.30 PM,07.00 AM,ura,AROOZOO AVENUE ,A0057,Car,510 mins,,,
9710,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BUKIT TIMAH ROAD ,B0001,Car,0 mins,,,
9711,,Sunday,,$0.00 ,,0,,,08.30 AM,05.00 PM,ura,BUKIT TIMAH ROAD ,B0001,Car,0 mins,,,
9712,,Sunday,,$0.00 ,,0,,,05.00 PM,07.00 AM,ura,BUKIT TIMAH ROAD ,B0001,Car,0 mins,,,
9713,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BUKIT TIMAH ROAD ,B0001,Motorcycle,0 mins,,,
9714,,Sunday,,$0.00 ,,0,,,08.30 AM,05.00 PM,ura,BUKIT TIMAH ROAD ,B0001,Motorcycle,0 mins,,,
9715,,Sunday,,$0.00 ,,0,,,05.00 PM,07.00 AM,ura,BUKIT TIMAH ROAD ,B0001,Motorcycle,0 mins,,,
9716,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BAGHDAD STREET ,B0002,Car,0 mins,,,
9717,,Sunday,,$0.60 ,,30,,,08.30 AM,05.00 PM,ura,BAGHDAD STREET ,B0002,Car,30 mins,,,
9718,,Sunday,,$0.60 ,,30,,,05.00 PM,10.00 PM,ura,BAGHDAD STREET ,B0002,Car,30 mins,,,
9719,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,BAGHDAD STREET ,B0002,Car,0 mins,,,
9720,,Sunday,,$1.20 ,,30,,,07.00 AM,05.00 PM,ura,BULIM AVENUE HVP ,B0004,Heavy Vehicle,30 mins,,,
9721,,Sunday,,$1.20 ,,30,,,05.00 PM,07.00 PM,ura,BULIM AVENUE HVP ,B0004,Heavy Vehicle,30 mins,,,
9722,,Sunday,,,,,,,07.00 PM,07.00 AM,ura,BULIM AVENUE HVP ,B0004,Heavy Vehicle,,,,
9723,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BANDA STREET - SAGO LANE OFF STREET,B0005,Car,0 mins,,,
9724,,Sunday,,$0.60 ,,30,,,08.30 AM,05.00 PM,ura,BANDA STREET - SAGO LANE OFF STREET,B0005,Car,30 mins,,,
9725,,Sunday,,$0.60 ,,30,,,05.00 PM,10.00 PM,ura,BANDA STREET - SAGO LANE OFF STREET,B0005,Car,30 mins,,,
9726,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,BANDA STREET - SAGO LANE OFF STREET,B0005,Car,0 mins,,,
9727,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BANDA STREET - SAGO LANE OFF STREET,B0005,Heavy Vehicle,0 mins,,,
9728,,Sunday,,$1.20 ,,30,,,08.30 AM,05.00 PM,ura,BANDA STREET - SAGO LANE OFF STREET,B0005,Heavy Vehicle,30 mins,,,
9729,,Sunday,,$1.20 ,,30,,,05.00 PM,10.00 PM,ura,BANDA STREET - SAGO LANE OFF STREET,B0005,Heavy Vehicle,30 mins,,,
9730,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,BANDA STREET - SAGO LANE OFF STREET,B0005,Heavy Vehicle,0 mins,,,
9731,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BANDA STREET - SAGO LANE OFF STREET,B0005,Motorcycle,0 mins,,,
9732,,Sunday,,$0.65 ,,810,,,08.30 AM,10.00 PM,ura,BANDA STREET - SAGO LANE OFF STREET,B0005,Motorcycle,810 mins,,,
9733,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,BANDA STREET - SAGO LANE OFF STREET,B0005,Motorcycle,0 mins,,,
9734,,Sunday,,,,,,,07.00 AM,07.00 AM,ura,81 BRICKLAND ROAD  ,B0006,Heavy Vehicle,,,,
9735,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BEATTY ROAD ,B0008,Car,0 mins,,,
9736,,Sunday,,$0.60 ,,30,,,08.30 AM,05.00 PM,ura,BEATTY ROAD ,B0008,Car,30 mins,,,
9737,,Sunday,,$0.60 ,,30,,,05.00 PM,10.00 PM,ura,BEATTY ROAD ,B0008,Car,30 mins,,,
9738,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,BEATTY ROAD ,B0008,Car,0 mins,,,
9739,,Sunday,,,,,,,07.00 AM,07.00 AM,ura,821 BUKIT BATOK ROAD WEST AVENUE 5,B0009,Heavy Vehicle,,,,
9740,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BIRCH ROAD ,B0011,Car,0 mins,,,
9741,,Sunday,,$0.60 ,,30,,,08.30 AM,05.00 PM,ura,BIRCH ROAD ,B0011,Car,30 mins,,,
9742,,Sunday,,$0.60 ,,30,,,05.00 PM,10.00 PM,ura,BIRCH ROAD ,B0011,Car,30 mins,,,
9743,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,BIRCH ROAD ,B0011,Car,0 mins,,,
9744,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BIRCH ROAD ,B0011,Heavy Vehicle,0 mins,,,
9745,,Sunday,,$1.20 ,,30,,,08.30 AM,05.00 PM,ura,BIRCH ROAD ,B0011,Heavy Vehicle,30 mins,,,
9746,,Sunday,,$1.20 ,,30,,,05.00 PM,10.00 PM,ura,BIRCH ROAD ,B0011,Heavy Vehicle,30 mins,,,
9747,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,BIRCH ROAD ,B0011,Heavy Vehicle,0 mins,,,
9748,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BUKIT PASOH ROAD ,B0018,Car,0 mins,,,
9749,,Sunday,,$0.60 ,,30,,,08.30 AM,05.00 PM,ura,BUKIT PASOH ROAD ,B0018,Car,30 mins,,,
9750,,Sunday,,$0.60 ,,30,,,05.00 PM,10.00 PM,ura,BUKIT PASOH ROAD ,B0018,Car,30 mins,,,
9751,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,BUKIT PASOH ROAD ,B0018,Car,0 mins,,,
9752,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BUKIT PASOH ROAD ,B0018,Motorcycle,0 mins,,,
9753,,Sunday,,$0.65 ,,810,,,08.30 AM,10.00 PM,ura,BUKIT PASOH ROAD ,B0018,Motorcycle,810 mins,,,
9754,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,BUKIT PASOH ROAD ,B0018,Motorcycle,0 mins,,,
9755,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BUSSORAH STREET ,B0020,Car,0 mins,,,
9756,,Sunday,,$0.60 ,,30,,,08.30 AM,05.00 PM,ura,BUSSORAH STREET ,B0020,Car,30 mins,,,
9757,,Sunday,,$0.60 ,,30,,,05.00 PM,10.00 PM,ura,BUSSORAH STREET ,B0020,Car,30 mins,,,
9758,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,BUSSORAH STREET ,B0020,Car,0 mins,,,
9759,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BEATTY LANE ,B0022,Car,0 mins,,,
9760,,Sunday,,$0.60 ,,30,,,08.30 AM,05.00 PM,ura,BEATTY LANE ,B0022,Car,30 mins,,,
9761,,Sunday,,$0.60 ,,30,,,05.00 PM,10.00 PM,ura,BEATTY LANE ,B0022,Car,30 mins,,,
9762,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,BEATTY LANE ,B0022,Car,0 mins,,,
9763,,Sunday,,$0.00 ,,0,,,07.00 AM,05.00 PM,ura,BENG WAN ROAD OFF STREET,B0023,Car,0 mins,,,
9764,,Sunday,,$0.00 ,,0,,,05.00 PM,10.30 PM,ura,BENG WAN ROAD OFF STREET,B0023,Car,0 mins,,,
9765,,Sunday,,$0.60 ,,30,,,10.30 PM,07.00 AM,ura,BENG WAN ROAD OFF STREET,B0023,Car,30 mins,,,
9766,,Sunday,,$0.00 ,,0,,,10.30 PM,07.00 AM,ura,BENG WAN ROAD OFF STREET,B0023,Car,0 mins,,,
9767,,Sunday,,$5.00 ,,510,,,10.30 PM,07.00 AM,ura,BENG WAN ROAD OFF STREET,B0023,Car,510 mins,,,
9768,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BALI LANE ,B0025,Car,0 mins,,,
9769,,Sunday,,$0.60 ,,30,,,08.30 AM,05.00 PM,ura,BALI LANE ,B0025,Car,30 mins,,,
9770,,Sunday,,$0.60 ,,30,,,05.00 PM,10.00 PM,ura,BALI LANE ,B0025,Car,30 mins,,,
9771,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,BALI LANE ,B0025,Car,0 mins,,,
9772,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BALESTIER ROAD ,B0028,Car,0 mins,,,
9773,,Sunday,,$0.60 ,,30,,,08.30 AM,05.00 PM,ura,BALESTIER ROAD ,B0028,Car,30 mins,,,
9774,,Sunday,,$0.60 ,,30,,,05.00 PM,10.00 PM,ura,BALESTIER ROAD ,B0028,Car,30 mins,,,
9775,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,BALESTIER ROAD ,B0028,Car,0 mins,,,
9776,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BHAMO ROAD ,B0029,Car,0 mins,,,
9777,,Sunday,,$0.60 ,,30,,,08.30 AM,05.00 PM,ura,BHAMO ROAD ,B0029,Car,30 mins,,,
9778,,Sunday,,$0.60 ,,30,,,05.00 PM,10.00 PM,ura,BHAMO ROAD ,B0029,Car,30 mins,,,
9779,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,BHAMO ROAD ,B0029,Car,0 mins,,,
9780,,Sunday,,$0.60 ,,30,,,07.00 AM,05.00 PM,ura,BEATTY ROAD OFF STREET,B0031,Car,30 mins,,,
9781,,Sunday,,$0.60 ,,30,,,05.00 PM,10.30 PM,ura,BEATTY ROAD OFF STREET,B0031,Car,30 mins,,,
9782,,Sunday,,$0.60 ,,30,,,10.30 PM,07.00 AM,ura,BEATTY ROAD OFF STREET,B0031,Car,30 mins,,,
9783,,Sunday,,$5.00 ,,510,,,10.30 PM,07.00 AM,ura,BEATTY ROAD OFF STREET,B0031,Car,510 mins,,,
9784,,Sunday,,$0.65 ,,930,,,07.00 AM,10.30 PM,ura,BEATTY ROAD OFF STREET,B0031,Motorcycle,930 mins,,,
9785,,Sunday,,$0.65 ,,510,,,10.30 PM,07.00 AM,ura,BEATTY ROAD OFF STREET,B0031,Motorcycle,510 mins,,,
9786,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BOON TECK ROAD ,B0033,Car,0 mins,,,
9787,,Sunday,,$0.60 ,,30,,,08.30 AM,05.00 PM,ura,BOON TECK ROAD ,B0033,Car,30 mins,,,
9788,,Sunday,,$0.60 ,,30,,,05.00 PM,10.00 PM,ura,BOON TECK ROAD ,B0033,Car,30 mins,,,
9789,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,BOON TECK ROAD ,B0033,Car,0 mins,,,
9790,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BELILIOS LANE OFF STREET,B0035,Car,0 mins,,,
9791,,Sunday,,$0.60 ,,30,,,08.30 AM,05.00 PM,ura,BELILIOS LANE OFF STREET,B0035,Car,30 mins,,,
9792,,Sunday,,$0.60 ,,30,,,05.00 PM,10.00 PM,ura,BELILIOS LANE OFF STREET,B0035,Car,30 mins,,,
9793,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,BELILIOS LANE OFF STREET,B0035,Car,0 mins,,,
9794,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BENOI SECTOR ,B0042,Car,0 mins,,,
9795,,Sunday,,$0.00 ,,0,,,08.30 AM,05.00 PM,ura,BENOI SECTOR ,B0042,Car,0 mins,,,
9796,,Sunday,,$0.00 ,,0,,,05.00 PM,07.00 AM,ura,BENOI SECTOR ,B0042,Car,0 mins,,,
9797,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BENOI SECTOR ,B0042,Heavy Vehicle,0 mins,,,
9798,,Sunday,,$0.00 ,,0,,,08.30 AM,05.00 PM,ura,BENOI SECTOR ,B0042,Heavy Vehicle,0 mins,,,
9799,,Sunday,,$0.00 ,,0,,,05.00 PM,07.00 AM,ura,BENOI SECTOR ,B0042,Heavy Vehicle,0 mins,,,
9800,,Sunday,,$0.60 ,,30,,,07.00 AM,05.00 PM,ura,BLAIR ROAD ,B0045,Car,30 mins,,,
9801,,Sunday,,$0.60 ,,30,,,05.00 PM,10.00 PM,ura,BLAIR ROAD ,B0045,Car,30 mins,,,
9802,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,BLAIR ROAD ,B0045,Car,0 mins,,,
9803,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BANDA STREET ,B0052,Car,0 mins,,,
9804,,Sunday,,$0.60 ,,30,,,08.30 AM,05.00 PM,ura,BANDA STREET ,B0052,Car,30 mins,,,
9805,,Sunday,,$0.60 ,,30,,,05.00 PM,10.00 PM,ura,BANDA STREET ,B0052,Car,30 mins,,,
9806,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,BANDA STREET ,B0052,Car,0 mins,,,
9807,,Sunday,,$0.00 ,,0,,,07.00 AM,08.30 AM,ura,BANDA STREET ,B0052,Heavy Vehicle,0 mins,,,
9808,,Sunday,,$1.20 ,,30,,,08.30 AM,05.00 PM,ura,BANDA STREET ,B0052,Heavy Vehicle,30 mins,,,
9809,,Sunday,,$1.20 ,,30,,,05.00 PM,10.00 PM,ura,BANDA STREET ,B0052,Heavy Vehicle,30 mins,,,
9810,,Sunday,,$0.00 ,,0,,,10.00 PM,07.00 AM,ura,BANDA STREET ,B0052,Heavy Vehicle,0 mins,,,
9811,,Sunday,,$0.60 ,,30,,,07.00 AM,05.00 PM,ura,BUKIT BATOK NATURE PARK OFF STREET,B0063,Car,30 mins,,,
9812,,Sunday,,$0.60 ,,30,,,05.00 PM,10.30 PM,ura,BUKIT BATOK NATURE PARK OFF STREET,B0063,Car,30 mins,,,
9813,,Sunday,,$0.60 ,,30,,,10.30 PM,07.00 AM,ura,BUKIT BATOK NATURE PARK OFF STREET,B0063,Car,30 mins,,,
9814,,Sunday,,$5.00 ,,510,,,10.30 PM,07.00 AM,ura,BUKIT BATOK NATURE PARK OFF STREET,B0063,Car,510 mins,,,
9815,,Sunday,,$0.65 ,,930,,,07.00 AM,10.30 PM,ura,BUKIT BATOK NATURE PARK OFF STREET,B0063,Motorcycle,930 mins,,,
9816,,Sunday,,$0.65 ,,510,,,10.30 PM,07.00 AM,ura,BUKIT BATOK NATURE PARK OFF STREET,B0063,Motorcycle,510 mins,,,
9817,,Sunday,,,,,,,07.00 AM,08.30 AM,ura,BURN ROAD ,B0067,Car,,,,
